shelfNetworkRole,NE,shelfHardware,interface,Recurso,portBandwidth,EstadoRed,EstadoLisy,DescRed,DescLisy,EvEstado
OUTER CORE,BUA1NA,Cisco-ASR-9922,Hu0/18/0/1,BUA1NAHu0/18/0/1,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE0/18/0/3) (S8-004 88BUA01 0/16/1) Linea:11004936,Enlace 100G RES1NA_G0/18/0/3 (Linea:11004936) (88BUA01-0/16/1) - UPLINK BBIP,revisar
OUTER CORE,BUA1NA,Cisco-ASR-9922,Hu0/18/0/3,BUA1NAHu0/18/0/3,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE0/18/0/2) (88BUA02-0/18/1) Linea:11004937,NaN,revisar
OUTER CORE,BUA1NA,Cisco-ASR-9922,Hu0/18/0/5,BUA1NAHu0/18/0/5,Hu,up,Reserved,Enlace 100G a BUACDN02 Hu0/0/1/1 - Linea:15007525 - UPLINK BBIP,NaN,revisar
OUTER CORE,BUA1NA,Cisco-ASR-9922,Hu0/19/0/4,BUA1NAHu0/19/0/4,Hu,up,Reserved,Enlace 100G FO MUS4MU_G3/0/1 (Linea:13007299) - UPLINK AGN,OUTERCORE 100G MUS1NA Hu0/13/0/1 Linea 15009166,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/0/0/4,RES1NATe0/0/0/4,Te,up,Reserved,Enlace 10G DWDM PZU3MU_G3/1/0 (Linea:11005050) - UPLINK AGN,Enlace 10G DWDM PRS3MU_G2/0/0 (Linea:11002903) - UPLINK AGN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Hu0/2/0/0,RES1NAHu0/2/0/0,Hu,up,Available,Enlace 100G NN A BGN1MB Hu0/4/0/1 (Linea:13002849) - UPLINK BBIP,Enlace 100G NN A BGN1MB Hu0/4/0/1 (Linea:13002849) - UPLINK BBIP,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/0,RES1NATe0/11/0/0,Te,up,Available,Enlace 10G hacia CCU1MU 0/7/0 - Linea 15009333,NaN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/1,RES1NATe0/11/0/1,Te,up,Available,Enlace 10G hacia CCU1MU 0/7/1 - Linea 15009335,NaN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/2,RES1NATe0/11/0/2,Te,up,Available,Enlace 10G hacia CCU1MU 0/7/3 - Linea 15009353/55,NaN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/3,RES1NATe0/11/0/3,Te,up,Available,Enlace 10G hacia CCU1MU 8/0/3 - Linea 15009354/56,NaN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/4,RES1NATe0/11/0/4,Te,up,Available,Enlace 10G hacia PZU3MU 6/1/2 - Linea 15009359,NaN,revisar
OUTER CORE,RES1NA,Cisco-ASR-9922,Te0/11/0/5,RES1NATe0/11/0/5,Te,up,Available,Enlace 10G hacia PZU3MU 6/1/3 - Linea 15009360,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/0,COE1NAHu0/1/0/0,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/0) (S1-006 88COE01 0/29/1) Linea:15009137,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/1,COE1NAHu0/1/0/1,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/1) (S1-007 88COE02 0/7/1) Linea:15009138,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/3,COE1NAHu0/1/0/3,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/3) (S1-004 88COE01 0/16/1) Linea:13006873,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/4,COE1NAHu0/1/0/4,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/4) (S1-005 88COE02 0/16/1) Linea:13006872,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/5,COE1NAHu0/1/0/5,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/5) (S1-001 88COE02 0/1/12) Linea:15003453,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/6,COE1NAHu0/1/0/6,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE3/0/6) (S1-002 88COE01 0/1/12) Linea:15003693,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/1/0/7,COE1NAHu0/1/0/7,Hu,up,Reserved,TRK:ENLACE:ROA1.CBS1 (Hu0/4/0/0),Conexion 100G ROA1.CBS1 - COE1NA / Linea 13007419,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/0,COE1NAHu0/3/0/0,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/6 linea:15009257,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/1,COE1NAHu0/3/0/1,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/7 linea:15009258,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/2,COE1NAHu0/3/0/2,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/8 linea:15009259 ,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/3,COE1NAHu0/3/0/3,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/9 linea:15009260,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/4,COE1NAHu0/3/0/4,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/10 linea:15009261,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/5,COE1NAHu0/3/0/5,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/11 linea:15009262 ,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/3/0/6,COE1NAHu0/3/0/6,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/1/0/18 linea:15009263,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/6/0/5,COE1NAHu0/6/0/5,Hu,up,Reserved,TRK:ENLACE:ROA1.CBE1 (Hu0/4/0/0),ENLACE ROA1.CBE1 (L=13007390),revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/0,COE1NATe0/10/0/0,Te,up,Reserved,Enlace 10G DWDM SFS3MU_G6/0/1 (Linea:13006261) - UPLINK AGN,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/1,COE1NATe0/10/0/1,Te,up,Reserved,Enlace 10G DWDM RAF3MU_G5/0/1 (Linea:11004649) - UPLINK AGN,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/3,COE1NATe0/10/0/3,Te,up,Reserved,Enlace 10G DWDM SFS3MU_G2/0/11 (Linea:13006262) - UPLINK AGN,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/13,COE1NATe0/10/0/13,Te,up,Available,Enlace 10G a CCP1MB Te0/0/1/0 (Linea:13003933) - UPLINK BBIP,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/15,COE1NATe0/10/0/15,Te,up,Available,Enlace 10G a CCP1MB Te0/2/0/6 (Linea:13007021) - UPLINK BBIP,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/19,COE1NATe0/10/0/19,Te,up,Reserved,Enlace 10G DWDM SFS3MU_G6/0/0 (Linea:13006260) - UPLINK AGN,NaN,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/3,COE1NAHu0/15/0/3,Hu,up,Reserved,TRK:ENLACE:BUA1NA(Hu0/15/0/3) (S8-004 88COE01 0/12/1) Linea:15009165,a BUA1NA Hu0/15/0/3 L:15009165,revisar
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/4,COE1NAHu0/15/0/4,Hu,up,Reserved,Enlace 100G FO VIP4MU_G4/0/0 (Linea:13007347) - UPLINK AGN,Enlace 100G DWDM VIP4MU_4/0/0 (Linea:13007347),revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/2,MUN1NAHu0/2/0/2,Hu,up,Available,Enlace 100G a ESH1MB Hu0/5/0/0 (Linea:15003714) - UPLINK BBIP,NaN,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/3,MUN1NAHu0/2/0/3,Hu,up,Available,ENLACE 100G A LOP1MB 0/5/0/0 (Linea:15003747) - UPLINK BBIP,NaN,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/4,MUN1NAHu0/2/0/4,Hu,up,Reserved,Enlace 100G NN A BEL1PR Hu0/1/0/3 (Linea:15003704) - UPLINK BBIP,NaN,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/4/0/1,MUN1NAHu0/4/0/1,Hu,up,Reserved,Enlace 100G NN A MUN1PR Hu0/1/0/2 (Linea:15005398) - UPLINK BBIP,NaN,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/4/0/3,MUN1NAHu0/4/0/3,Hu,up,Reserved,TRK:ENLACE:ROA1.VCR1 (et-8/0/2) (32MUN10 1/17/C1),15009295-200G_ROA1.VCR1-MUN1NA,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/5/0/1,MUN1NAHu0/5/0/1,Hu,up,Reserved,TRK:ENLACE:ROA1.VCR1 (et-8/1/2) (32MUN10 1/17/C2),15009295-200G_ROA1.VCR1-MUN1NA,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/0/11,MUN1NATe0/10/0/11,Te,up,Reserved,Enlace 10G DWDM BAR2MU_G6/0/1 (Linea:15008898) - UPLINK AGN,Rerserva de PO2020 15008898 BAR2MU,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/3,MUN1NATe0/10/1/3,Te,up,Reserved,Enlace 10G NN A MUN1RR Te (Linea:15008270) - UPLINK BBIP,NaN,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/4,MUN1NATe0/10/1/4,Te,up,Reserved,TRK:ENLACE:ROA1.PIL1 - xe-3/3/1 - 32MUN10 16/3/C1  Linea 15019362,L=15019362 Rehoming PIL,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/5,MUN1NATe0/10/1/5,Te,up,Reserved,TRK:ENLACE:ROA1.PIL1  - xe-3/2/1 - 32MUN10 16/3/C2 Linea 15019363,L=15019363 Rehoming PIL,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/6,MUN1NATe0/10/1/6,Te,up,Reserved,TRK:ENLACE:ROA1.PIL1 - xe-3/3/0 - 32MUN10 16/3/C3 Linea 15019364,L=15019364 Rehoming PIL,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/7,MUN1NATe0/10/1/7,Te,up,Reserved,TRK:ENLACE:ROA1.PIL1 - xe-9/3/1 - 32MUN10 16/3/C4 Linea 15019365,L=15019365 Rehoming PIL,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/10/1/8,MUN1NATe0/10/1/8,Te,up,Reserved,TRK:ENLACE:ROA1.PIL1 - xe-9/1/1 - 32MUN10 16/3/C5 Linea 15019366,L=15019366 Rehoming PIL,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/0/8,MUN1NATe0/11/0/8,Te,up,Reserved,Enlace 10G A 5AB1MU TE0/1/0 (ex CMIA)(Linea:15008926) - TAG102UBA2MI2NN - UPLINK BBIP,Miami - IRU Back LIN 15008926,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/0/10,MUN1NATe0/11/0/10,Te,up,Reserved,Enlace 10G DWDM VCO2MU_G2/1/4 (Linea:11003692) - UPLINK AGN,Enlace 10G A VCO2MU - LINEA 11003692,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/0/13,MUN1NATe0/11/0/13,Te,up,Reserved,Enlace 10G DWDM ZAR3MU_G6/1/0 (Linea: 15006510) - UPLINK AGN,uPE/METRO/ZAR3MU (L=15006509),revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/0/14,MUN1NATe0/11/0/14,Te,up,Reserved,Enlace 10G DWDM ZAR3MU_G6/1/2 (Linea:15008092) - UPLINK AGN,uPE/METRO/ZAR3MU (L=15008092),revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/1/5,MUN1NATe0/11/1/5,Te,up,Reserved,Enlace 10G DWDM ZAR3MU_G6/1/3 (Linea:15009073) - UPLINK AGN,Enlace ZAR3MU 6/1/3 - 15009073,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/1/6,MUN1NATe0/11/1/6,Te,up,Reserved,Enlace 10G DWDM ZAR3MU_G3/1/4 (Linea:15009074) - UPLINK AGN,Enlace ZAR3MU 3/1/4 - 15009074,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/1/7,MUN1NATe0/11/1/7,Te,up,Reserved,Enlace 10G DWDM ZAR3MU_G3/1/3 (Linea:15009075) - UPLINK AGN,Enlace ZAR3MU 3/1/5 - 15009075,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Te0/11/1/9,MUN1NATe0/11/1/9,Te,up,Reserved,Enlace 10G DWDM VCO2MU_G 4/1/2 (Linea:11003691) - UPLINK AGN,Enlace 10G A VCO2MU - LINEA 11005781,revisar
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/17/0/1,MUN1NAHu0/17/0/1,Hu,up,Available,Enlace 100G NN A MUN1MB Hu0/3/0/0 (Linea:1500180) - UPLINK BBIP,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/0,CEN1NAHu0/2/0/0,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/0) (S2-006 88CEN01 0/29/1) Linea:15009134,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/1,CEN1NAHu0/2/0/1,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/1) (S2-007 88CEN03 6/12/1) Linea:15009135,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/2,CEN1NAHu0/2/0/2,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/2) (S2-007 88CEN01 0/12/1) Linea:15009136,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/4,CEN1NAHu0/2/0/4,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/4) (S2-004 88CEN01 0/16/1) Linea:13006871,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/5,CEN1NAHu0/2/0/5,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/5) (S2-001 88CEN03 6/1/1) Linea:15003454,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/2/0/6,CEN1NAHu0/2/0/6,Hu,up,Reserved,TRK:ENLACE:IC1.SLO1 (100GE3/0/6) (S2-002 88CEN01 0/1/1) Linea:15003700,ENLACE ROA1.CBE1 (L=13007391),revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/0,CEN1NAHu0/3/0/0,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/6 Linea:15009250,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/2,CEN1NAHu0/3/0/2,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/8 Linea:15009252,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/3,CEN1NAHu0/3/0/3,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/9 Linea:15009253,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/4,CEN1NAHu0/3/0/4,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/10 Linea:15009254,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/5,CEN1NAHu0/3/0/5,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/11 Linea:15009255,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/3/0/6,CEN1NAHu0/3/0/6,Hu,up,Available,ENLACE 100G a CDNGW.CEN Hu0/0/0/12 Linea:15009256,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/4/0/0,CEN1NAHu0/4/0/0,Hu,up,Available,TRK:ENLACE:ROA1.CBE1 (Hu0/5/0/1),ENLACE 100G a COEGGC1SA 4/2 - Linea:13003660,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/4/0/1,CEN1NAHu0/4/0/1,Hu,up,Reserved,TRK:ENLACE:ROA1.CBE1 (Hu0/5/0/0),ENLACE ROA1.CBE1 (L=13007390),revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Te0/11/1/1,CEN1NATe0/11/1/1,Te,up,Available,Enlace 10G DWDM BEV2MU_G6/1/8 (Linea:15008902) - UPLINK AGN,13007352 - Enlace contra RCU4MU 6/1/5,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Te0/11/1/4,CEN1NATe0/11/1/4,Te,up,Reserved,Enlace 10G DWDM RUF2MU_G6/0/8 (Linea:15008904) - UPLINK AGN,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Te0/11/1/5,CEN1NATe0/11/1/5,Te,up,Reserved,Enlace 10G DWDM ALG3MU_G7/0/1 (Linea:15008832) - UPLINK AGN,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Te0/11/1/6,CEN1NATe0/11/1/6,Te,up,Available,Enlace 10G DWDM BEV2MU_G3/1/8 (Linea:15008845) - UPLINK AGN,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/13/0/2,CEN1NAHu0/13/0/2,Hu,up,Reserved,ENLACE 100G a COECDN01 HU0/0/1/2 - Linea: 13005947,ENLACE 100G a COECDN01 HU0/0/1/2 - Linea: 13005947,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/13/0/3,CEN1NAHu0/13/0/3,Hu,up,Reserved,ENLACE 100G a COECDN01 HU0/0/1/3 - Linea: 13005948,ENLACE 100G a COECDN01 HU0/0/1/3 - Linea: 13005948,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/15/0/5,CEN1NAHu0/15/0/5,Hu,up,Reserved,Enlace 100G FO VIP4MU_G3/0/0 (Linea:13007346) - UPLINK AGN,Enlace 100G DWDM VIP4MU_3/0/0 (Linea:13007346),revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/17/0/0,CEN1NAHu0/17/0/0,Hu,up,Reserved,TRK:ENLACE:MUS1NA(Hu0/14/0/0) Linea:13002844,NaN,revisar
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/17/0/3,CEN1NAHu0/17/0/3,Hu,up,Reserved,TRK:ENLACE:MUS1NA(Hu0/14/0/3) (S7-004 88CEN01 0/31/1) Linea:15009164,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/2/0/1,IRD1NAHu0/2/0/1,Hu,up,Reserved,TRK:ENLACE: ROA1.ROO1 (et-3/0/2),11005758 - IRD1NA - ROA1.ROO1,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/5/0/0,IRD1NAHu0/5/0/0,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE8/0/3) (S3-001 88IRD02 0/1/1) Linea:15003451,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/5/0/1,IRD1NAHu0/5/0/1,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE8/0/4) (S3-003 88IRD01 0/5/1) Linea:15005385,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/5/0/2,IRD1NAHu0/5/0/2,Hu,up,Reserved,TRK:ENLACE:IC1.HOR1 (100GE8/0/5) (S3-006 88IRD01 0/22/1) Linea:15009124,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/5/0/5,IRD1NAHu0/5/0/5,Hu,up,Reserved,TRK:ENLACE:ROA1.ROS1 (et-2/0/2) Linea 11005756,11005757 - IRD1NA - ROA1.ROS1,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/0,IRD1NAHu0/6/0/0,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE15/0/0) Linea:11002675,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/1,IRD1NAHu0/6/0/1,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE0/15/0/1) Linea:11004932,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/2,IRD1NAHu0/6/0/2,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE0/15/0/2) Linea:11004933,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/3,IRD1NAHu0/6/0/3,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE15/0/3) (S3-001 88IRD02 0/24/1) Linea:15009155,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/4,IRD1NAHu0/6/0/4,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE15/0/4) (S3-001 88IRD01 0/26/1) Linea:15009156,NaN,revisar
OUTER CORE,IRD1NA,Cisco-ASR-9922,Hu0/6/0/5,IRD1NAHu0/6/0/5,Hu,up,Reserved,TRK:ENLACE:RES1NA (100GE15/0/5) (S3-001 88IRD01 0/24/1) Linea:15009157,NaN,revisar
