shelfNetworkRole,NE,shelfHardware,interface,Recurso,portBandwidth,EstadoRed,EstadoLisy,DescRed,DescLisy,EvEstado
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/10/0/18,COE1NATe0/10/0/18,Te,up,Active,Enlace 10G NN A LAF2MU Te1/0/0 (Linea:9005180 ) - UPLINK,NaN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/0,COE1NATe0/11/0/0,Te,up,Active,Enlace 10G FO TRJ3MU_G0/5/1/0 (Linea:13006494) - UPLINK AGN,Enlace 10G FO TRJ3MU_G0/5/1/0 (Linea:13006494) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/1,COE1NATe0/11/0/1,Te,up,Active,Enlace 10G FO TRJ3MU_G0/5/1/1 (Linea:13006495) - UPLINK AGN,Enlace 10G FO TRJ3MU_G0/5/1/1 (Linea:13006495) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/2,COE1NATe0/11/0/2,Te,up,Active,Enlace 10G DWDM VDO2MU_G5/1/0 (Linea:13006524) - UPLINK AGN,Enlace 10G DWDM VDO2MU_G5/1/0 (Linea:13006524) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/3,COE1NATe0/11/0/3,Te,up,Active,Enlace 10G DWDM ALG3MU_G8/0/0 Linea:13002097 - UPLINK AGN,Enlace 10G DWDM ALG3MU_G8/0/0 Linea:13002097 - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/4,COE1NATe0/11/0/4,Te,up,Active,Enlace 10G LAC2MU_Te0/4/1/0 (Linea:13006520) - UPLINK AGN,Enlace 10G LAC2MU_Te0/4/1/0 (Linea:13006520) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/5,COE1NATe0/11/0/5,Te,up,Active,Enlace 10G DWDM ALG3MU_G3/1/2 Linea:13006531 - UPLINK AGN,Enlace 10G DWDM ALG3MU_G3/1/2 Linea:13006531 - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/6,COE1NATe0/11/0/6,Te,up,Active,Enlace 10G DWDM ALG3MU_G3/1/3 Linea:13006532 - UPLINK AGN,Enlace 10G DWDM ALG3MU_G3/1/3 Linea:13006532 - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/10,COE1NATe0/11/0/10,Te,up,Active,Enlace 10G a CCP1MB Te0/2/0/4 (Linea:13007020) - UPLINK BBIP,Enlace 10G a CCP1MB Te0/2/0/4 (Linea:13007020) - UPLINK BBIP,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/11,COE1NATe0/11/0/11,Te,up,Active,Enlace 10G DWDM SLZ2MU_G7/1/1 (Linea:11005054) - UPLINK AGN,Enlace 10G DWDM SLZ2MU_G7/1/1 (Linea:11005054) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/12,COE1NATe0/11/0/12,Te,up,Active,Enlace 10G DWDM SLZ2MU_G7/1/2 (Linea:11005055) - UPLINK AGN,Enlace 10G DWDM SLZ2MU_G7/1/2 (Linea:11005055) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/13,COE1NATe0/11/0/13,Te,up,Active,Enlace 10G DWDM CQU1MU_G2/0/1 (Linea:70001798) - UPLINK UPE,Enlace 10G DWDM CQU1MU_G2/0/1 (Linea:70001798) - UPLINK UPE,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/14,COE1NATe0/11/0/14,Te,up,Active,Enlace 10G DWDM CHI2MU_G6/0/0 (Linea:70001804) - UPLINK AGN,Enlace 10G DWDM CHI2MU_G6/0/0 (Linea:70001804) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/0/15,COE1NATe0/11/0/15,Te,up,Active,Enlace 10G DWDM ALG3MU_G6/1/9 (Linea:15008834) - UPLINK AGN,NaN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/1/0,COE1NATe0/11/1/0,Te,up,Active,TRK:ENLACE:ROA1.CBO1 (xe-7/0/0) Linea: 13007367,NaN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Te0/11/1/1,COE1NATe0/11/1/1,Te,up,Active,TRK:ENLACE:ROA1.CBO1 (xe-7/0/1) Linea: 13007367,NaN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/0,COE1NAHu0/13/0/0,Hu,up,Active,ENLACE 100G a COECDN01 Hu0/0/1/0 - Linea: 13005945,ENLACE 100G a COECDN01 Hu0/0/1/0 - Linea: 13005945,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/1,COE1NAHu0/13/0/1,Hu,up,Active,ENLACE 100G a COECDN01 Hu0/0/1/1 - Linea: 13005946,ENLACE 100G a COECDN01 Hu0/0/1/1 - Linea: 13005946,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/4,COE1NAHu0/13/0/4,Hu,up,Active,Enlace 100G FO CDR3MU_G5/0/0 (Linea:13006507) - UPLINK AGN,Enlace 100G FO CDR3MU_G5/0/0 (Linea:13006507) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/5,COE1NAHu0/13/0/5,Hu,up,Active,Enlace 100G FO SFS4MU_G0/3/0/0 (Linea:13006517) - UPLINK AGN,Enlace 10G FO SFS4MU_G0/3/0/0 (Linea:13006517) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/6,COE1NAHu0/13/0/6,Hu,up,Active,Enlace 100G FO CEN4MU_G13/0/0 (Linea:13006575) - UPLINK AGN,Enlace 100G FO CEN4MU_G13/0/0 (Linea:13006575) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/13/0/7,COE1NAHu0/13/0/7,Hu,up,Active,Enlace 100G FO COE4MU_G10/0/0 (Linea:13006572) - UPLINK AGN,Enlace 100G FO COE4MU_G10/0/0 (Linea:13006572) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/0,COE1NAHu0/14/0/0,Hu,up,Active,ENLACE 100G a COECDN02 Hu0/0/1/0 - Linea: 13005949,ENLACE 100G a COECDN02 Hu0/0/1/0 - Linea: 13005949,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/1,COE1NAHu0/14/0/1,Hu,up,Active,ENLACE 100G a COECDN02 Hu0/0/1/1 - Linea: 13005950,ENLACE 100G a COECDN02 Hu0/0/1/1 - Linea: 13005950,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/2,COE1NAHu0/14/0/2,Hu,up,Active,ENLACE 100G a CENCDN02 HU0/0/1/2 - Linea: 13005943,ENLACE 100G a CENCDN02 HU0/0/1/2 - Linea: 13005943,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/3,COE1NAHu0/14/0/3,Hu,up,Active,ENLACE 100G a CENCDN02 HU0/0/1/3 - Linea: 13005944,ENLACE 100G a CENCDN02 HU0/0/1/3 - Linea: 13005944,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/4,COE1NAHu0/14/0/4,Hu,up,Active,Enlace 100G FO SBM2MU_G7/0/0 (Linea:13006559) - UPLINK AGN,Enlace 100G FO SBM2MU_G7/0/0 (Linea:13006559) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/5,COE1NAHu0/14/0/5,Hu,up,Active,Enlace 100G DWDM CCP2MU_G3/0/0 (Linea:13007024) - UPLINK AGN,Enlace 100G DWDM CCP2MU_G3/0/0 (Linea:13007024) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/6,COE1NAHu0/14/0/6,Hu,up,Active,Enlace 100G a CTM1MB HundredGigE0/3/0/0 (Linea:13007033) - UPLINK BBIP,Enlace 100G a CTM1MB 0/3/0/0 (Linea:13007033) - UPLINK BBIP,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/14/0/7,COE1NAHu0/14/0/7,Hu,up,Active,Enlace 100G FO CEN4MU_G12/1/0 (Linea:13005084) - UPLINK AGN,Enlace 100G FO CEN4MU_G12/1/0 (Linea:13005084) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/0,COE1NAHu0/15/0/0,Hu,up,Active,TRK:ENLACE:BUA1NA(Hu0/15/0/0) Linea:13002845,Enlace 100G A BEL1NA Hu0/8/0/1 (Linea:13006872) - UPLINK BBIP,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/1,COE1NAHu0/15/0/1,Hu,up,Active,TRK:ENLACE:BUA1NA(Hu0/15/0/1) Linea:13006953,Enlace 100G NN A BUA1NA Hu0/16/0/5 (Linea:13006953) - UPLINK BBIP,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/2,COE1NAHu0/15/0/2,Hu,up,Active,TRK:ENLACE:BUA1NA(Hu0/15/0/2) Linea:13006954,NaN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/5,COE1NAHu0/15/0/5,Hu,up,Active,Enlace 100G a LRI1MB Hu0/5/0/0 (Linea:13007077) - UPLINK BBIP,Enlace 100G a LRI1MB Hu0/5/0/0 (Linea:13007077) - UPLINK BBIP,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/15/0/6,COE1NAHu0/15/0/6,Hu,up,Active,Enlace 100G FO CEN5MU_G6/1/0 (Linea:13005257) - UPLINK AGN,Enlace 100G FO CEN5MU_G6/1/0 (Linea:13005257) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/16/0/2,COE1NAHu0/16/0/2,Hu,up,Active,Enlace 100G FO CCS3MU_G5/0/0 (Linea:13006577) - UPLINK AGN,Enlace 100G FO CCS3MU_G5/0/0 (Linea:13006577) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/16/0/3,COE1NAHu0/16/0/3,Hu,up,Active,Enlace 100G FO CEN5MU_G5/0/0 (Linea:13006567) - UPLINK AGN,Enlace 100G FO CEN5MU_G5/0/0 (Linea:13006567) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/16/0/4,COE1NAHu0/16/0/4,Hu,up,Active,Enlace 100G FO PTR2MU_G5/0/0 (Linea:13006579) - UPLINK AGN,Enlace 100G FO PTR2MU_G5/0/0 (Linea:13006579) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/16/0/5,COE1NAHu0/16/0/5,Hu,up,Active,Enlace 100G FO AVN3MU_G7/0/0 (Linea:13006581) - UPLINK AGN,Enlace 100G FO AVN3MU_G7/0/0 (Linea:13006581) - UPLINK AGN,ok
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/16/0/6,COE1NAHu0/16/0/6,Hu,up,Active,TRK:ENLACE:ROA1.CBE1 (Hu0/4/0/1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/7/0/3,ROC2.AVA1Hu0/7/0/3,Hu,up,Active,TRK:ENLACE:IC1.HOR1 (100GE9/0/15) (WDM4.AVA1 4/1/C1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/7/0/4,ROC2.AVA1Hu0/7/0/4,Hu,up,Active,TRK:ENLACE:IC1.HOR1 (100GE9/0/16) (WDM4.AVA1 4/3/C1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/7/0/5,ROC2.AVA1Hu0/7/0/5,Hu,up,Active,TRK:ENLACE:IC1.HOR1 (100GE9/0/17) (WDM4.AVA1 4/4/C1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/0,ROC2.AVA1Hu0/8/0/0,Hu,up,Active,TRK:ENLACE:ROC2.BEL1 (Hu-0/7/0/0) (WDM4.AVA1-Shelf 2-Slot 4-Cliente 1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/1,ROC2.AVA1Hu0/8/0/1,Hu,up,Active,TRK:ENLACE:ROC2.BEL1 (Hu-0/7/0/1) (WDM4.AVA1-Shelf 1-Slot 4-Cliente 1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/2,ROC2.AVA1Hu0/8/0/2,Hu,up,Active,TRK:ENLACE:ROC2.BEL1 (Hu-0/7/0/2) (WDM4.AVA1-Shelf 1-Slot 6-Cliente 1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/3,ROC2.AVA1Hu0/8/0/3,Hu,up,Active,TRK:ENLACE:IC1.HOR1 (100GE9/0/18) (WDM4.AVA1 4/6/C1),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/5,ROC2.AVA1Hu0/8/0/5,Hu,up,Active,TRK:ENLACE:ROM3.AVA1 (et-11/1/0),NaN,ok
OUTER CORE,ROC2.AVA1,Cisco-ASR-9922,Hu0/8/0/7,ROC2.AVA1Hu0/8/0/7,Hu,up,Active,TRK:ENLACE:ROM3.AVA1 (et-11/3/0),NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/0/0/0,MUN1NAHu0/0/0/0,Hu,up,Active,Enlace 100G NN A MUN1PR Hu0/2/0/3 (Linea:15004652) - UPLINK BBIP,Enlace 100G NN A MUN1PR Hu0/2/0/3 (Linea:15004652) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/0/0/1,MUN1NAHu0/0/0/1,Hu,up,Active,Enlace 100G NN A BEL1MB Hu0/3/0/1 (Linea:15003697) - UPLINK BBIP,Enlace 100G NN A BEL1MB Hu0/3/0/1 (Linea:15003697) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/0/0/2,MUN1NAHu0/0/0/2,Hu,up,Active,Enlace 100G NN A BEL1PR Hu0/11/0/0 (Linea:15008540) - UPLINK BBIP,Enlace 100G NN A BEL1PR Hu0/11/0/0 (Linea:15008540) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/0/0/3,MUN1NAHu0/0/0/3,Hu,up,Active,Enlace 10G a RET1MB Hu0/5/0/0 (Linea:15001976) - UPLINK BBIP,Enlace 10G a RET1MB Hu0/5/0/0 (Linea:15001976) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/0,MUN1NAHu0/2/0/0,Hu,up,Active,Enlace 100G DWDM A CAS1MB Hu0/5/0/0 (Linea:15002257) - UPLINK BBIP,NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/1,MUN1NAHu0/2/0/1,Hu,up,Active,Enlace 100G DWDM A BAL1MB Hu0/5/0/0 (Linea:15002573) - UPLINK BBIP,NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/5,MUN1NAHu0/2/0/5,Hu,up,Active,Enlace 100G NN A MUN1MB Hu0/4/0/0 (Linea:15004653) - UPLINK BBIP,NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/6,MUN1NAHu0/2/0/6,Hu,up,Active,ENLACE 100G A BEL1NA Hu 0/1/0/2 (Linea:15008595) - UPLINK BBIP,NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/2/0/7,MUN1NAHu0/2/0/7,Hu,up,Active,Enlace 100G DWDM A CLI1MB Hu0/5/0/0 (Linea:15001970) - UPLINK BBIP,NaN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/3/0/0,MUN1NAHu0/3/0/0,Hu,up,Active,Enlace 100G NN A BEL1PR Hu0/5/0/3 (Linea:15007482) - UPLINK BBIP,Enlace 100G NN A BEL1PR Hu0/5/0/3 (Linea:15007482) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/3/0/1,MUN1NAHu0/3/0/1,Hu,up,Active,Enlace 100G NN A MUN1PR Hu0/0/0/3 (Linea:15007844) - UPLINK BBIP,Enlace 100G NN A MUN1PR Hu0/0/0/3 (Linea:15007844) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/3/0/2,MUN1NAHu0/3/0/2,Hu,up,Active,Enlace 100G DWDM ESC3MU_G5/0/0 (Linea:15008421) - UPLINK AGN,Enlace 100G DWDM ESC3MU_G5/0/0 (Linea:15008421) - UPLINK AGN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/3/0/3,MUN1NAHu0/3/0/3,Hu,up,Active,Enlace 100G DWDM SNI3MU_G6/0/0 (Linea:11004644) - UPLINK AGN,Enlace 100G DWDM SNI3MU_G6/0/0 (Linea:11004644) - UPLINK AGN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/5/0/0,MUN1NAHu0/5/0/0,Hu,up,Active,ENLACE 100G A BEL1NA Hu 0/5/0/0 (Linea:15005559) - UPLINK BBIP,ENLACE 100G A BEL1NA Hu 0/5/0/0 (Linea:15005559) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/5/0/2,MUN1NAHu0/5/0/2,Hu,up,Active,Enlace 100G DWDM BLG3MU_G10/0/0 (Linea:15008254) - UPLINK AGN,Enlace 100G DWDM BLG3MU_G10/0/0 (Linea:15008254) - UPLINK AGN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/5/0/3,MUN1NAHu0/5/0/3,Hu,up,Active,Enlace 100G NN A BEL1MB Hu0/4/0/1 (Linea:15005396) - UPLINK BBIP,Enlace 100G NN A BEL1MB Hu0/4/0/1 (Linea:15005396) - UPLINK BBIP,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/6/0/1,MUN1NAHu0/6/0/1,Hu,up,Active,Enlace 100G FO GLF4MU_G4/0/0 (Linea:15007799) - UPLINK AGN,Enlace 100G FO GLF4MU_G4/0/0 (Linea:15007799) - UPLINK AGN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/6/0/2,MUN1NAHu0/6/0/2,Hu,up,Active,Enlace 100G FO GLF5MU_G5/0/0 (Linea:15007802) - UPLINK AGN,Enlace 100G FO GLF5MU_G5/0/0 (Linea:15007802) - UPLINK AGN,ok
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/6/0/3,MUN1NAHu0/6/0/3,Hu,up,Active,ENLACE-M 100G DWDM A CLI2NP Hu0/3/0/0 (15002895) - UPLINK MOVIL-SPLIT,ENLACE-M 100G DWDM A CLI1NP Hu1/3/0/0 (15002895) - UPLINK MOVIL-SPLIT,ok
