shelfNetworkRole,NE,shelfHardware,interface,Recurso,portBandwidth,EstadoRed,EstadoLisy,DescRed,DescLisy,EvEstado
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/0,ROC2.HOR1Te0/8/0/6/0,Te,up,Available,TRK:ENLACE:ROA1.CNS1 (Te0/6/1/1) (SDH6.AVA1-Shelf 6-Slot 9-Cliente 3),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/4,ROC2.HOR1Te0/8/0/6/4,Te,up,Available,TRK:ENLACE:ROA1.CNS1 (Te0/1/1/1) (SDH6.AVA1-Shelf 6-Slot 9-Cliente 1),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/5,ROC2.HOR1Te0/8/0/6/5,Te,up,Available,TRK:ENLACE:ROA1.CNS1 (Te0/1/0/3) (SDH6.AVA1-Shelf 6-Slot 9-Cliente 2),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/6,ROC2.HOR1Te0/8/0/6/6,Te,up,Available,TRK:ENLACE:ROA1.PIN1 (Te0/0/2/0) (SDH5.HOR1-Slot 9-Cliente 2),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/7,ROC2.HOR1Te0/8/0/6/7,Te,up,Available,TRK:ENLACE:ROA1.TAY1 (Te0/7/1/0) (SDH5.HOR1-Slot 3-Cliente 2),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/8/0/6/8,ROC2.HOR1Te0/8/0/6/8,Te,up,Available,TRK:ENLACE:ROA1.SAO1 (Te0/0/1/0) (SDH5.HOR1-Slot 7-Cliente 3),NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/0,ROC2.HOR1Te0/9/0/6/0,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/2/0/0) (32HOR10-Shelf 16-Slot 2-Cliente 13) Linea: 15019335,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/1,ROC2.HOR1Te0/9/0/6/1,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/2/0/1) (32HOR10-Shelf 16-Slot 2-Cliente 14) Linea: 15019336,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/2,ROC2.HOR1Te0/9/0/6/2,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/3/0/0) (32HOR10-Shelf 16-Slot 2-Cliente 15) Linea: 15019337,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/3,ROC2.HOR1Te0/9/0/6/3,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/3/0/1) (32HOR10-Shelf 16-Slot 2-Cliente 16) Linea: 15019338,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/4,ROC2.HOR1Te0/9/0/6/4,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/4/0/2) (32HOR10-Shelf 16-Slot 2-Cliente 17) Linea: 15019339,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/5,ROC2.HOR1Te0/9/0/6/5,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/4/1/0) (32HOR10-Shelf 16-Slot 2-Cliente 18) Linea: 15019340,NaN,revisar_1
OUTER CORE,ROC2.HOR1,Cisco-ASR-9922,Te0/9/0/6/6,ROC2.HOR1Te0/9/0/6/6,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/4/1/1) (32HOR10-Shelf 16-Slot 2-Cliente 19) Linea: 15019341,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/4/8,ROC2.SLO1Te0/1/0/4/8,Te,up,Available,LIBRE OPTICO (WDM2.SLO1-Shelf 2),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/6/9,ROC2.SLO1Te0/1/0/6/9,Te,up,Available,TRK:ENLACE:ROA1.ITU1 (xe-4/2/2) (WBB201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 6),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/7/5,ROC2.SLO1Te0/1/0/7/5,Te,up,Available,TRK:ENLACE:ROA1.TOR1 (xe-4/1/2) (WDM3.SLO1-Shelf 3-Slot 11-Cliente 7),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/7/6,ROC2.SLO1Te0/1/0/7/6,Te,up,Available,TRK:ENLACE:ROA1.TOR1 (xe-4/1/3) (WDM3.SLO1-Shelf 3-Slot 11-Cliente 8),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/7/7,ROC2.SLO1Te0/1/0/7/7,Te,up,Available,TRK:ENLACE:ROA1.TOR1 (xe-4/2/0) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 9),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/1/0/7/8,ROC2.SLO1Te0/1/0/7/8,Te,up,Available,TRK:ENLACE:ROA1.TOR1 (xe-4/2/1) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 10),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/0,ROC2.SLO1Te0/2/0/6/0,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/1,ROC2.SLO1Te0/2/0/6/1,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/2,ROC2.SLO1Te0/2/0/6/2,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/3,ROC2.SLO1Te0/2/0/6/3,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/4,ROC2.SLO1Te0/2/0/6/4,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/5,ROC2.SLO1Te0/2/0/6/5,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/6,ROC2.SLO1Te0/2/0/6/6,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/7,ROC2.SLO1Te0/2/0/6/7,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/6/8,ROC2.SLO1Te0/2/0/6/8,Te,up,Available,LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/7/3,ROC2.SLO1Te0/2/0/7/3,Te,up,Available,TRK:ENLACE:ROR4.SLO1 (Te0/0/0),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/2/0/7/4,ROC2.SLO1Te0/2/0/7/4,Te,up,Available,TRK:ENLACE:ROT1.SLO1 (xe-2/0/0),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/3/0/6/0,ROC2.SLO1Te0/3/0/6/0,Te,up,Available,TRK:ENLACE:0:ROA1.SFE1 (xe-9/3/2) (WBBC617-> WDM2.SLO1-Shelf 4-Slot 10-Cliente 1),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/7/0/3/9,ROC2.SLO1Te0/7/0/3/9,Te,up,Available,TRK:ENLACE:ROA1.HAE1 (xe-5/2/1) (WBB786 -> WDM2.SLO1-Shelf 3-Slot 8-Cliente 4),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/7/0/4/9,ROC2.SLO1Te0/7/0/4/9,Te,up,Available,TRK:ENLACE:ROA1.SPE1 (xe-3/2/1) (SDH5.SLO1-Slot 4-Cliente 2),NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/0,ROC2.SLO1Te0/12/0/1/0,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/1/1/0) (32SLO10-Shelf 16-Slot 2-Cliente 13) Linea:15009600,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/1,ROC2.SLO1Te0/12/0/1/1,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/1/1/1) (32SLO10-Shelf 16-Slot 2-Cliente 14) Linea:15009601,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/2,ROC2.SLO1Te0/12/0/1/2,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/2/0/2) (32SLO10-Shelf 16-Slot 2-Cliente 15) Linea:15009602,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/3,ROC2.SLO1Te0/12/0/1/3,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/2/0/3) (32SLO10-Shelf 16-Slot 2-Cliente 16) Linea:15009603,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/4,ROC2.SLO1Te0/12/0/1/4,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/3/0/2) (32SLO10-Shelf 16-Slot 2-Cliente 17) Linea:15009604,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/5,ROC2.SLO1Te0/12/0/1/5,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/4/0/0) (32SLO10-Shelf 16-Slot 2-Cliente 18) Linea:15009605,NaN,revisar_1
OUTER CORE,ROC2.SLO1,Cisco-ASR-9922,Te0/12/0/1/6,ROC2.SLO1Te0/12/0/1/6,Te,up,Available,TRK:ENLACE:ROA1.AVE1 (Te0/4/0/1) (32SLO10-Shelf 16-Slot 2-Cliente 19) Linea:15009606,NaN,revisar_1
OUTER CORE,RSC1NA,Cisco-ASR-9922,Te0/11/0/10,RSC1NATe0/11/0/10,Te,up,Available, ,NaN,revisar_1
OUTER CORE,CTE1NA,Cisco-ASR-9922,Hu0/4/0/1,CTE1NAHu0/4/0/1,Hu,up,Seems to be deleted,Enlace 100G A RESCDN02 Hu0/0/1/3 (Linea:15009659) - UPLINK BBIP,Enlace 100G A CTEGGC1SA 4/1 (Linea:11003493) - UPLINK BBIP,revisar_1
OUTER CORE,MUS1NA,Cisco-ASR-9922,Hu0/17/0/7,MUS1NAHu0/17/0/7,Hu,up,Seems to be deleted,INT  FO  100G  CYO2MU  100Ge4/0/0  13006504  OCORE-EDGE ,INT,revisar_1
OUTER CORE,CEN1NA,Cisco-ASR-9922,Hu0/0/0/0,CEN1NAHu0/0/0/0,Hu,admin-down,Seems to be deleted,Enlace 100G NN A BCEN Hu0/2/0/0 (Linea:13001451) - UPLINK BBIP,Enlace 100G NN A BCEN Hu0/2/0/0 (Linea:13001451) - UPLINK BBIP,revisar_1
OUTER CORE,COE1NA,Cisco-ASR-9922,Hu0/0/0/0,COE1NAHu0/0/0/0,Hu,admin-down,Seems to be deleted,Enlace 100G NN A BCOE Hu0/2/0/0 (Linea:13001452) - UPLINK BBIP,Enlace 100G NN A BCOE Hu0/2/0/0 (Linea:13001452) - UPLINK BBIP,revisar_1
