shelfNetworkRole,NE,shelfHardware,interface,Recurso,portBandwidth,EstadoRed,EstadoLisy,DescRed,DescLisy,EvEstado
OUTER CORE,CTE1NA,Cisco-ASR-9922,Hu0/1/0/1,CTE1NAHu0/1/0/1,Hu,down,Seems to be deleted,Enlace 100G A CTEGGC1SA 3/1 (Linea:11002757) - UPLINK BBIP,Enlace 100G A CTEGGC1SA 3/1 (Linea:11002757) - UPLINK BBIP,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Hu0/9/0/2,BEL1NAHu0/9/0/2,Hu,down,Seems to be deleted, ,NaN,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Hu0/13/0/3,BEL1NAHu0/13/0/3,Hu,down,Seems to be deleted,Enlace 100G NN A GICOG Hu0/0/0/0 (Linea:9703141) - UPLINK BBIP,Enlace 100G NN A GICOG Hu0/0/0/0 (Linea:9703141) - UPLINK BBIP,revisar_2
OUTER CORE,RES1NA,Cisco-ASR-9922,Hu0/4/0/1,RES1NAHu0/4/0/1,Hu,down,Seems to be deleted,Enlace a CTEGGC1SA 4/2 - Linea 11003494,Enlace a CTEGGC1SA 4/2 - Linea 11003494,revisar_2
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/6/0/0,MUN1NAHu0/6/0/0,Hu,down,Seems to be deleted,Enlace 100G DWDM GICOG_Hu0/5/0/1 (Linea:15007787) - UPLINK BBIP,Enlace 100G DWDM GICOG_Hu0/5/0/1 (Linea:15007787) - UPLINK BBIP,revisar_2
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/13/0/3,MUN1NAHu0/13/0/3,Hu,down,Seems to be deleted,Enlace 100G NN A GICOG Hu0/0/0/1 (Linea:15004829) - UPLINK BBIP,Enlace 100G NN A GICOG Hu0/0/0/1 (Linea:15004829) - UPLINK BBIP,revisar_2
OUTER CORE,MUN1NA,Cisco-ASR-9922,Hu0/14/0/3,MUN1NAHu0/14/0/3,Hu,down,Seems to be deleted,Enlace 100G NN A GICOG Hu0/1/0/1 (Linea:9703142) - Vinculo 3 - UPLINK BBIP,Enlace 100G NN A GICOG Hu0/1/0/1 (Linea:9703142) - Vinculo 3 - UPLINK BBIP,revisar_2
OUTER CORE,CTE1NA,Cisco-ASR-9922,Te0/0/0/8,CTE1NATe0/0/0/8,Te,down,Seems to be deleted,Enlace 10G NN FOR1MB Te0/1/0/0 (Linea:11001878) - UPLINK BBIP,Enlace 10G NN FOR1MB Te0/1/0/0 (Linea:11001878) - UPLINK BBIP,revisar_2
OUTER CORE,CTE1NA,Cisco-ASR-9922,Te0/0/0/10,CTE1NATe0/0/0/10,Te,down,Seems to be deleted,Enlace 10G DWDM INC2MU_G (Linea:11004795) - UPLINK AGN,Enlace 10G DWDM INC2MU_G (Linea:11004795) - UPLINK AGN,revisar_2
OUTER CORE,BUA1NA,Cisco-ASR-9922,Te0/0/0/0,BUA1NATe0/0/0/0,Te,down,Seems to be deleted,Enlace 10G NN A LRI1MB Te0/0/1/3 (Linea:13002750) - UPLINK BBIP,Enlace 10G NN A LRI1MB Te0/0/1/3 (Linea:13002750) - UPLINK BBIP,revisar_2
OUTER CORE,BUA1NA,Cisco-ASR-9922,Te0/0/0/1,BUA1NATe0/0/0/1,Te,down,Seems to be deleted,Enlace 10G NN A LRI1MB Te0/1/1/1 (Linea:13002751) - UPLINK BBI,Enlace 10G NN A LRI1MB Te0/1/1/1 (Linea:13002751) - UPLINK BBI,revisar_2
OUTER CORE,BUA1NA,Cisco-ASR-9922,Te0/0/0/2,BUA1NATe0/0/0/2,Te,down,Seems to be deleted,Enlace 10G a CTM1MB Te0/1/0/0 (Linea:9005100) - UPLINK BBIP,Enlace 10G a CTM1MB Te0/1/0/0 (Linea:9005100) - UPLINK BBIP,revisar_2
OUTER CORE,BUA1NA,Cisco-ASR-9922,Te0/0/0/3,BUA1NATe0/0/0/3,Te,down,Seems to be deleted,Enlace 10G a CTM1MB Te0/0/1/1 (Linea:13003932) - UPLINK BBIP,Enlace 10G a CTM1MB Te0/0/1/1 (Linea:13003932) - UPLINK BBIP,revisar_2
OUTER CORE,BUA1NA,Cisco-ASR-9922,Te0/0/0/20,BUA1NATe0/0/0/20,Te,down,Seems to be deleted,Enlace 10G a CTM1MB Te0/4/1/0 (Linea:9005175) - UPLINK BBIP,Enlace 10G a CTM1MB Te0/4/1/0 (Linea:9005175) - UPLINK BBIP,revisar_2
OUTER CORE,MUS1NA,Cisco-ASR-9922,Te0/0/0/0,MUS1NATe0/0/0/0,Te,down,Seems to be deleted,Enlace 10G NN A SDE1MB Te0/1/0/0 (Linea:13001879) - UPLINK BBIP,Enlace 10G NN A SDE1MB Te0/1/0/0 (Linea:13001879) - UPLINK BBIP,revisar_2
OUTER CORE,MUS1NA,Cisco-ASR-9922,Te0/0/0/1,MUS1NATe0/0/0/1,Te,down,Seems to be deleted,Enlace 10G NN A SDE1MB Te0/1/1/1 (Linea:13002755) - UPLINK BBIP,Enlace 10G NN A SDE1MB Te0/1/1/1 (Linea:13002755) - UPLINK BBIP,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Te0/10/0/5,BEL1NATe0/10/0/5,Te,down,Seems to be deleted,Enlace 10 a RET1MB Te0/0/0/0 (Linea:15001975) - UPLINK BBIP,Enlace 10 a RET1MB Te0/0/0/0 (Linea:15001975) - UPLINK BBIP,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Te0/10/0/15,BEL1NATe0/10/0/15,Te,down,Seems to be deleted,ref671596 Linea (2810585) FACEBOOK contra 32BEL02 5/15/1 a 32TGP01 2/17/1 DC PACHECO,ref671596 Linea (2810585) FACEBOOK contra 32BEL02 5/15/1 a 32TGP01 2/17/1 DC PACHECO,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Te0/10/0/16,BEL1NATe0/10/0/16,Te,down,Seems to be deleted,ref671598 Linea (2810587) FACEBOOK contra 32BEL02 5/15/3 a 32TGP01 2/17/3 DC PACHECO,ref671598 Linea (2810587) FACEBOOK contra 32BEL02 5/15/3 a 32TGP01 2/17/3 DC PACHECO,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Te0/11/0/9,BEL1NATe0/11/0/9,Te,down,Seems to be deleted,Ref. 679089 Linea (2814431) FACEBOOK contra 46EST02 1/2b/1 46TGP02 3/2b/c1 FB:BR02 2/0/2,Ref. 679089 Linea (2814431) FACEBOOK contra 46EST02 1/2b/1 46TGP02 3/2b/c1 FB:BR02 2/0/2,revisar_2
OUTER CORE,BEL1NA,Cisco-ASR-9922,Te0/11/0/16,BEL1NATe0/11/0/16,Te,down,Seems to be deleted,ref671599 Linea (2810588) FACEBOOK contra 32BEL02 5/15/4 a 32TGP01 2/17/4 DC PACHECO,ref671599 Linea (2810588) FACEBOOK contra 32BEL02 5/15/4 a 32TGP01 2/17/4 DC PACHECO,revisar_2
